,Age,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
374,28,Sales,9,4,Life Sciences,2,Male,92,3,2,Sales Executive,4,Single,5253,20750,1,16,3,4,0,7,1,3,7,5,0,7
375,49,Research & Development,7,3,Other,2,Male,31,2,3,Healthcare Representative,3,Single,10965,12066,8,24,4,3,0,26,2,3,5,2,0,0
376,51,Sales,14,2,Life Sciences,3,Female,87,3,2,Sales Executive,4,Married,4936,14862,4,11,3,3,1,18,2,2,7,7,0,7
377,36,Research & Development,2,3,Life Sciences,4,Female,96,3,1,Research Scientist,3,Married,2543,11868,4,13,3,2,1,6,3,3,2,2,2,2
378,34,Sales,19,3,Marketing,1,Male,67,4,2,Sales Executive,4,Single,5304,4652,8,13,3,2,0,9,3,2,5,2,0,4
379,55,Research & Development,2,3,Life Sciences,3,Female,97,3,4,Manager,4,Single,16659,23258,2,13,3,3,0,30,2,3,5,4,1,2
380,24,Sales,10,4,Marketing,4,Female,77,3,2,Sales Executive,3,Divorced,4260,5915,1,12,3,4,1,5,2,4,5,2,0,3
381,30,Sales,2,1,Technical Degree,3,Male,72,3,1,Sales Representative,2,Married,2476,17434,1,18,3,1,1,1,3,3,1,0,0,0
382,26,Research & Development,3,1,Technical Degree,3,Male,73,3,1,Research Scientist,1,Single,3102,6582,0,22,4,3,0,7,2,3,6,4,0,4
383,22,Research & Development,11,3,Medical,1,Female,43,3,1,Research Scientist,2,Married,2244,24440,1,13,3,4,1,2,1,3,2,1,1,2
384,36,Sales,2,2,Medical,2,Male,61,2,3,Sales Executive,3,Married,7596,3809,1,13,3,2,2,10,2,3,10,9,9,0
385,30,Research & Development,4,3,Technical Degree,3,Male,40,3,1,Research Scientist,4,Single,2285,3427,9,23,4,3,0,3,4,3,1,0,0,0
386,37,Research & Development,14,3,Life Sciences,4,Female,95,3,1,Laboratory Technician,1,Divorced,3034,26914,1,12,3,3,1,18,2,2,18,7,12,17
387,40,Sales,2,2,Marketing,4,Female,46,3,2,Sales Executive,2,Divorced,5715,22553,7,12,3,3,2,8,5,3,5,4,1,3
388,42,Research & Development,1,4,Life Sciences,2,Female,95,3,1,Laboratory Technician,1,Divorced,2576,20490,3,16,3,2,1,8,5,3,5,2,1,2
389,37,Research & Development,10,4,Life Sciences,3,Male,49,3,2,Manufacturing Director,2,Single,4197,21123,2,12,3,4,0,18,2,2,1,0,0,1
390,43,Research & Development,12,3,Life Sciences,1,Male,59,2,4,Research Director,2,Divorced,14336,4345,1,11,3,3,1,25,3,3,25,10,3,9
391,40,Research & Development,2,3,Medical,2,Female,78,2,2,Laboratory Technician,3,Married,3448,13436,6,22,4,2,1,20,3,3,1,0,0,0
392,54,Research & Development,5,2,Medical,1,Male,86,3,5,Research Director,1,Married,19406,8509,4,11,3,3,1,24,4,2,4,2,1,2
393,34,Sales,4,4,Marketing,3,Female,72,3,2,Sales Executive,3,Married,6538,12740,9,15,3,1,1,6,3,3,3,2,1,2
394,31,Research & Development,7,2,Medical,2,Female,31,3,2,Manufacturing Director,1,Married,4306,4156,1,12,3,2,1,13,5,1,13,10,3,12
395,43,Research & Development,21,3,Medical,4,Male,61,3,1,Laboratory Technician,4,Married,2258,15238,7,20,4,1,1,8,1,3,3,2,1,2
396,43,Research & Development,8,4,Other,3,Female,74,3,2,Healthcare Representative,3,Divorced,4522,2227,4,14,3,4,0,8,3,3,5,2,0,2
397,25,Sales,4,2,Life Sciences,2,Female,99,2,2,Sales Executive,4,Single,4487,12090,1,11,3,2,0,5,3,3,5,4,1,3
398,37,Research & Development,25,5,Medical,2,Female,72,3,2,Research Scientist,3,Married,4449,23866,3,15,3,1,2,15,2,3,13,11,10,7
399,31,Research & Development,1,2,Life Sciences,4,Male,98,2,1,Laboratory Technician,1,Married,2218,16193,1,12,3,3,1,4,3,3,4,2,3,2
400,39,Research & Development,1,1,Life Sciences,2,Male,52,3,5,Manager,3,Divorced,19197,8213,1,14,3,3,1,21,3,3,21,8,1,6
401,56,Sales,6,3,Life Sciences,3,Female,86,4,4,Sales Executive,1,Married,13212,18256,9,11,3,4,3,36,0,2,7,7,7,7
402,30,Sales,12,3,Technical Degree,2,Female,83,3,2,Sales Executive,3,Single,6577,19558,0,11,3,2,0,6,6,3,5,4,4,4
403,41,Sales,1,3,Marketing,2,Male,49,4,3,Sales Executive,1,Married,8392,19566,1,16,3,3,1,10,2,3,10,7,0,7
404,28,Research & Development,17,2,Medical,3,Male,79,3,2,Laboratory Technician,1,Divorced,4558,13535,1,12,3,4,1,10,2,3,10,0,1,8
405,25,Research & Development,3,3,Medical,1,Male,91,3,1,Laboratory Technician,1,Married,4031,9396,5,13,3,3,1,6,5,3,2,2,0,2
406,52,Research & Development,3,3,Medical,4,Male,39,2,3,Manufacturing Director,3,Married,7969,19609,2,14,3,3,0,28,4,3,5,4,0,4
407,45,Research & Development,10,2,Life Sciences,1,Male,69,3,1,Research Scientist,4,Married,2654,9655,3,21,4,4,2,8,3,2,2,2,0,2
408,52,Research & Development,4,2,Life Sciences,4,Female,30,3,4,Manager,4,Married,16555,10310,2,13,3,4,0,31,2,1,5,2,1,4
409,42,Research & Development,29,2,Life Sciences,1,Female,92,3,2,Research Scientist,3,Divorced,4556,12932,2,11,3,2,1,19,3,3,5,4,0,2
410,30,Research & Development,2,3,Life Sciences,3,Female,43,1,2,Manufacturing Director,4,Single,6091,24793,2,20,4,3,0,11,2,3,5,4,0,2
411,60,Research & Development,7,3,Life Sciences,1,Female,41,3,5,Manager,1,Married,19566,3854,5,11,3,4,0,33,5,1,29,8,11,10
412,46,Research & Development,18,3,Medical,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810,26314,2,14,3,3,1,19,5,2,10,7,0,8
413,42,Research & Development,28,4,Technical Degree,4,Female,88,2,2,Healthcare Representative,4,Married,4523,4386,0,11,3,4,3,7,4,4,6,5,0,4
414,24,Sales,1,1,Technical Degree,1,Female,62,3,1,Sales Representative,2,Single,3202,21972,1,16,3,2,0,6,4,3,5,3,1,4
415,34,Sales,6,2,Marketing,4,Female,33,1,1,Sales Representative,3,Divorced,2351,12253,0,16,3,4,1,3,3,2,2,2,1,0
416,38,Research & Development,2,2,Life Sciences,4,Male,42,3,1,Laboratory Technician,4,Married,1702,12106,1,23,4,3,1,1,3,3,1,0,0,0
417,40,Sales,2,4,Life Sciences,3,Female,79,3,5,Manager,3,Married,18041,13022,0,14,3,4,0,21,2,3,20,15,1,12
418,26,Research & Development,23,3,Life Sciences,1,Female,90,3,1,Research Scientist,4,Divorced,2886,3032,1,22,4,2,2,3,3,1,3,2,0,2
419,30,Research & Development,3,3,Life Sciences,3,Male,53,3,1,Laboratory Technician,4,Married,2097,16734,4,15,3,3,1,9,3,1,5,3,1,4
420,29,Research & Development,3,4,Medical,2,Male,93,2,3,Research Director,3,Married,11935,21526,1,18,3,3,0,10,2,3,10,2,0,7
421,29,Research & Development,25,5,Technical Degree,3,Female,71,2,1,Research Scientist,2,Married,2546,18300,5,16,3,2,0,6,2,4,2,2,1,1
422,19,Human Resources,2,2,Technical Degree,1,Male,52,2,1,Human Resources,4,Single,2564,18437,1,12,3,3,0,1,3,4,1,0,0,0
423,30,Sales,22,4,Other,3,Female,69,3,3,Sales Executive,1,Married,8412,2890,0,11,3,3,0,10,3,3,9,8,7,8
424,57,Sales,29,3,Marketing,1,Male,56,2,4,Manager,4,Divorced,14118,22102,3,12,3,3,1,32,3,2,1,0,0,0
425,50,Research & Development,29,4,Life Sciences,2,Male,88,2,4,Manager,3,Married,17046,9314,0,15,3,2,1,28,2,3,27,10,15,7
426,30,Research & Development,2,3,Medical,3,Female,49,3,1,Laboratory Technician,4,Single,2564,7181,0,14,3,3,0,12,2,2,11,7,6,7
427,60,Sales,28,3,Marketing,3,Female,80,2,3,Sales Executive,1,Married,10266,2845,4,19,3,4,0,22,5,4,18,13,13,11
428,47,Research & Development,2,2,Medical,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070,7389,5,13,3,3,3,20,2,3,5,0,0,4
429,46,Research & Development,2,3,Life Sciences,1,Male,51,3,4,Research Director,3,Married,17861,2288,6,13,3,3,0,26,2,1,3,2,0,1
430,35,Research & Development,22,3,Life Sciences,4,Male,46,1,1,Laboratory Technician,3,Single,4230,19225,0,15,3,3,0,6,2,3,5,4,4,3
431,54,Research & Development,8,4,Life Sciences,3,Female,42,3,2,Laboratory Technician,3,Single,3780,23428,7,11,3,3,0,19,3,3,1,0,0,0
432,34,Research & Development,2,4,Life Sciences,4,Male,62,2,1,Research Scientist,3,Divorced,2768,8416,3,12,3,3,1,14,3,3,7,3,5,7
433,46,Sales,10,3,Marketing,3,Female,94,2,3,Sales Executive,4,Married,9071,11563,2,19,3,3,1,15,3,3,3,2,1,2
434,31,Research & Development,9,1,Life Sciences,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648,14394,1,25,4,4,1,13,6,4,13,8,0,8
435,33,Research & Development,15,1,Medical,2,Male,56,3,3,Manager,3,Married,13610,24619,7,12,3,4,0,15,2,4,7,6,7,7
436,33,Research & Development,10,1,Medical,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408,6705,7,13,3,1,3,8,2,3,4,3,1,3
437,30,Sales,7,1,Marketing,4,Male,57,3,1,Sales Representative,2,Single,2983,18398,0,14,3,1,0,4,3,3,3,2,1,2
438,35,Research & Development,16,3,Life Sciences,4,Male,72,3,3,Healthcare Representative,3,Married,7632,14295,4,12,3,3,0,10,2,3,8,7,0,0
439,31,Research & Development,20,3,Life Sciences,1,Male,66,3,3,Healthcare Representative,3,Married,9824,22908,3,12,3,1,0,12,2,3,1,0,0,0
440,34,Human Resources,23,3,Human Resources,2,Female,43,3,3,Human Resources,1,Divorced,9950,11533,9,15,3,3,3,11,2,3,3,2,0,2
441,42,Research & Development,5,2,Other,2,Male,97,3,1,Laboratory Technician,3,Married,2093,9260,4,17,3,4,1,8,4,3,2,2,2,0
442,36,Sales,10,4,Medical,2,Male,32,3,3,Sales Executive,4,Single,9980,15318,1,14,3,4,0,10,3,2,10,3,9,7
443,22,Research & Development,4,1,Technical Degree,3,Male,99,2,1,Laboratory Technician,3,Single,3894,9129,5,16,3,3,0,4,3,3,2,2,1,2
444,48,Sales,2,5,Marketing,2,Female,37,3,2,Sales Executive,4,Married,4051,19658,2,14,3,1,1,14,2,3,9,7,6,7
445,55,Sales,18,5,Life Sciences,1,Female,83,3,4,Manager,2,Single,16835,9873,3,23,4,4,0,37,2,3,10,9,7,7
446,41,Sales,10,2,Life Sciences,4,Male,56,3,2,Sales Executive,4,Single,6230,13430,7,14,3,4,0,16,3,3,14,3,1,10
447,35,Sales,1,3,Marketing,2,Male,85,3,2,Sales Executive,3,Married,4717,18659,9,11,3,3,0,15,2,3,11,9,6,9
448,40,Research & Development,6,3,Life Sciences,2,Female,75,3,4,Manufacturing Director,3,Single,13237,20364,7,15,3,3,0,22,3,3,20,6,5,13
449,39,Research & Development,8,1,Life Sciences,3,Female,48,3,1,Laboratory Technician,3,Married,3755,17872,1,11,3,1,1,8,3,3,8,3,0,7
450,31,Sales,2,1,Life Sciences,2,Male,77,3,2,Sales Executive,4,Single,6582,8346,4,13,3,3,0,10,2,4,6,5,0,5
451,42,Research & Development,24,3,Medical,4,Male,56,3,3,Manufacturing Director,1,Married,7406,6950,1,21,4,4,1,10,5,2,10,9,5,8
452,45,Sales,2,3,Other,4,Male,61,3,2,Sales Executive,2,Married,4805,16177,0,19,3,2,1,9,3,4,8,7,3,7
453,26,Human Resources,17,4,Life Sciences,2,Female,58,3,1,Human Resources,3,Divorced,2741,22808,0,11,3,2,1,8,2,2,7,7,1,0
454,29,Research & Development,19,3,Technical Degree,4,Male,34,3,2,Manufacturing Director,4,Divorced,4262,22645,4,12,3,2,2,8,2,4,3,2,1,2
455,33,Research & Development,1,5,Medical,1,Female,95,4,4,Research Director,3,Divorced,16184,22578,4,19,3,3,1,10,2,3,6,1,0,5
456,31,Sales,7,3,Life Sciences,3,Male,44,2,3,Manager,4,Divorced,11557,25291,9,21,4,3,1,10,3,2,5,4,0,1
457,18,Sales,5,3,Marketing,2,Male,69,3,1,Sales Representative,2,Single,1878,8059,1,14,3,4,0,0,3,3,0,0,0,0
458,40,Sales,28,3,Other,3,Male,58,1,3,Sales Executive,1,Divorced,10932,11373,3,15,3,3,1,20,2,3,1,0,0,1
459,41,Research & Development,2,4,Other,1,Female,62,2,2,Healthcare Representative,3,Single,6811,2112,2,17,3,1,0,10,3,3,8,7,0,7
460,26,Sales,29,2,Medical,1,Male,45,3,2,Sales Executive,3,Divorced,4306,4267,5,12,3,1,2,8,5,3,0,0,0,0
461,35,Sales,1,3,Medical,1,Female,80,3,2,Sales Executive,3,Single,4859,6698,1,16,3,4,0,5,3,3,5,4,0,3
462,34,Sales,21,4,Life Sciences,4,Male,74,4,2,Sales Executive,4,Single,5337,19921,1,12,3,4,0,10,3,3,10,7,5,7
463,26,Research & Development,24,3,Technical Degree,3,Male,66,1,1,Laboratory Technician,4,Single,2340,23213,1,18,3,2,0,1,3,1,1,0,0,0
464,37,Research & Development,1,3,Technical Degree,2,Female,59,3,3,Manufacturing Director,4,Single,7491,23848,4,17,3,4,0,12,3,4,6,5,1,2
465,46,Research & Development,18,1,Medical,1,Female,86,3,3,Healthcare Representative,3,Married,10527,8984,5,11,3,4,0,28,3,2,2,2,1,2
466,41,Sales,2,5,Life Sciences,2,Female,91,3,4,Manager,1,Married,16595,5626,7,16,3,2,1,22,2,3,18,16,11,8
467,37,Sales,9,4,Medical,1,Male,69,3,3,Sales Executive,2,Divorced,8834,24666,1,13,3,4,1,9,6,3,9,5,7,7
468,52,Research & Development,6,2,Technical Degree,4,Male,78,3,2,Research Scientist,1,Divorced,5577,22087,3,12,3,2,2,18,3,3,10,9,6,9
469,32,Sales,11,4,Other,4,Male,60,4,2,Sales Executive,3,Married,4707,23914,8,12,3,4,0,6,2,3,4,2,1,2
470,24,Sales,24,3,Medical,4,Male,38,3,1,Sales Representative,4,Married,2400,5530,0,13,3,3,2,3,3,3,2,2,2,1
471,38,Research & Development,10,3,Medical,3,Female,76,3,2,Healthcare Representative,3,Married,9824,22174,3,19,3,3,1,18,4,3,1,0,0,0
472,37,Research & Development,1,4,Life Sciences,2,Female,65,3,2,Manufacturing Director,2,Married,6447,15701,6,12,3,2,1,8,2,2,6,5,4,3
473,49,Research & Development,18,4,Life Sciences,4,Male,58,2,5,Research Director,3,Divorced,19502,2125,1,17,3,3,1,31,5,3,31,9,0,9
474,24,Research & Development,23,3,Medical,2,Male,89,4,1,Research Scientist,4,Married,2725,21630,1,11,3,2,2,6,3,3,6,5,1,4
475,26,Sales,28,2,Marketing,1,Male,66,3,2,Sales Executive,2,Married,6272,7428,1,20,4,4,2,6,5,4,5,3,1,4
476,24,Research & Development,17,2,Other,4,Male,94,2,1,Laboratory Technician,2,Married,2127,9100,1,21,4,4,1,1,2,3,1,0,0,0
477,50,Human Resources,3,3,Medical,1,Male,99,3,5,Manager,2,Married,18200,7999,1,11,3,3,1,32,2,3,32,5,10,7
478,25,Sales,13,1,Medical,2,Male,40,3,1,Sales Representative,3,Married,2096,26376,1,11,3,3,0,7,1,3,7,4,0,6
479,24,Research & Development,7,3,Life Sciences,1,Female,55,3,1,Laboratory Technician,3,Married,2886,14168,1,16,3,4,1,6,4,3,6,3,1,2
480,30,Sales,12,4,Life Sciences,2,Male,74,2,1,Sales Representative,1,Married,2033,14470,1,18,3,3,1,1,2,4,1,0,0,0
481,34,Research & Development,1,2,Life Sciences,2,Male,83,2,1,Research Scientist,4,Married,3622,22794,1,13,3,4,1,6,3,3,6,5,1,3
482,31,Sales,13,4,Medical,2,Male,46,3,2,Sales Executive,1,Divorced,4233,11512,2,17,3,3,0,9,2,1,3,1,1,2
483,35,Research & Development,25,2,Other,1,Male,54,2,2,Laboratory Technician,4,Single,3681,14004,4,14,3,4,0,9,3,3,3,2,0,2
484,31,Sales,6,4,Medical,1,Male,66,4,2,Sales Executive,4,Divorced,5460,6219,4,22,4,4,2,13,4,4,7,7,5,7
485,27,Research & Development,6,4,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,2187,5013,0,12,3,3,2,6,5,2,5,3,0,3
486,37,Sales,2,3,Marketing,4,Male,75,3,2,Sales Executive,3,Married,9602,3010,4,11,3,3,1,17,3,2,3,0,1,0
487,20,Research & Development,1,3,Life Sciences,4,Female,83,2,1,Research Scientist,2,Single,2836,11757,1,13,3,4,0,1,0,4,1,0,0,0
488,42,Research & Development,2,4,Life Sciences,3,Female,81,3,2,Healthcare Representative,4,Married,4089,5718,1,13,3,2,2,10,4,3,10,2,2,2
489,43,Research & Development,6,4,Other,2,Male,50,2,4,Research Director,4,Divorced,16627,2671,4,14,3,3,1,21,3,2,1,0,0,0
490,38,Research & Development,1,1,Life Sciences,3,Female,43,3,1,Research Scientist,1,Single,2619,14561,3,17,3,4,0,8,3,2,0,0,0,0
491,43,Research & Development,9,5,Medical,4,Male,72,3,2,Laboratory Technician,3,Divorced,5679,19627,3,13,3,2,1,10,3,3,8,7,4,7
492,48,Research & Development,1,4,Life Sciences,4,Female,40,2,4,Manager,1,Married,15402,17997,7,11,3,1,1,21,3,1,3,2,0,2
493,44,Human Resources,1,4,Life Sciences,1,Female,50,2,2,Human Resources,3,Single,5985,26894,4,11,3,2,0,10,1,4,2,2,0,2
494,34,Sales,14,3,Technical Degree,3,Female,31,3,1,Sales Representative,3,Divorced,2579,2912,1,18,3,4,2,8,3,3,8,2,0,6
495,27,Sales,2,1,Marketing,3,Male,85,3,1,Sales Representative,1,Divorced,3041,16346,0,11,3,2,1,5,3,3,4,3,0,2
496,21,Sales,22,1,Technical Degree,3,Male,49,3,1,Sales Representative,3,Single,3447,24444,1,11,3,3,0,3,2,3,3,2,1,2
497,44,Research & Development,3,4,Other,4,Male,35,3,5,Manager,4,Married,19513,9358,4,12,3,1,1,26,2,4,2,2,0,1
498,22,Research & Development,6,1,Medical,1,Male,69,3,1,Research Scientist,3,Married,2773,12145,0,20,4,4,0,3,3,3,2,2,2,2
499,33,Sales,8,4,Marketing,3,Male,39,3,2,Sales Executive,3,Divorced,7104,20431,0,12,3,4,0,6,3,3,5,0,1,2
500,32,Research & Development,9,4,Life Sciences,1,Female,92,3,2,Research Scientist,4,Married,6322,18089,1,12,3,4,1,6,2,2,6,4,0,5
501,30,Research & Development,3,3,Medical,3,Female,71,3,1,Research Scientist,3,Divorced,2083,22653,1,20,4,3,1,1,2,3,1,0,0,0
502,53,Sales,1,1,Medical,4,Female,34,3,2,Sales Executive,1,Single,8381,7507,7,20,4,4,0,18,2,4,14,7,8,10
503,34,Research & Development,1,5,Life Sciences,2,Male,42,3,1,Research Scientist,4,Married,2691,7660,1,12,3,4,1,10,4,2,10,9,8,8
504,45,Sales,26,4,Life Sciences,1,Female,100,3,2,Sales Executive,1,Married,4286,5630,2,14,3,4,2,5,4,3,1,1,0,0
505,26,Research & Development,6,3,Life Sciences,3,Female,71,3,1,Laboratory Technician,4,Married,2659,17759,1,13,3,3,1,3,2,3,3,2,0,2
506,37,Research & Development,3,3,Other,3,Male,36,3,3,Manufacturing Director,3,Married,9434,9606,1,15,3,3,1,10,2,3,10,7,7,8
507,29,Sales,3,2,Medical,2,Female,62,3,2,Sales Executive,3,Married,5561,3487,1,14,3,1,1,6,5,2,6,0,1,2
508,35,Research & Development,6,4,Life Sciences,2,Male,82,1,2,Research Scientist,4,Single,6646,19368,1,13,3,2,0,17,3,3,17,11,11,8
509,33,Research & Development,6,3,Life Sciences,3,Male,30,3,2,Healthcare Representative,4,Divorced,7725,5335,3,23,4,3,1,15,2,1,13,11,4,7
510,54,Human Resources,19,4,Medical,3,Male,88,3,3,Human Resources,2,Married,10725,6729,2,15,3,3,1,16,1,4,9,7,7,1
511,36,Research & Development,9,2,Medical,2,Male,48,2,2,Manufacturing Director,2,Divorced,8847,13934,2,11,3,3,1,13,2,3,3,2,0,2
512,27,Research & Development,3,4,Medical,1,Male,54,2,1,Research Scientist,4,Single,2045,15174,0,13,3,4,0,5,0,3,4,2,1,1
513,20,Research & Development,10,1,Medical,4,Male,32,3,1,Research Scientist,3,Single,1009,26999,1,11,3,4,0,1,5,3,1,0,1,1
514,33,Research & Development,3,3,Life Sciences,1,Male,70,3,1,Research Scientist,1,Single,3348,3164,1,11,3,1,0,10,3,3,10,8,9,7
515,35,Research & Development,3,3,Life Sciences,3,Male,41,2,1,Laboratory Technician,3,Married,1281,16900,1,18,3,3,2,1,3,3,1,0,0,0
516,23,Research & Development,4,3,Medical,1,Male,58,4,1,Research Scientist,1,Married,2819,8544,2,16,3,1,1,5,3,4,3,2,0,2
517,25,Sales,8,3,Life Sciences,4,Male,57,4,2,Sales Executive,2,Married,4851,15678,0,22,4,3,1,4,4,3,3,2,1,2
518,38,Sales,7,4,Marketing,4,Female,46,2,2,Sales Executive,4,Single,4028,7791,0,20,4,1,0,8,2,3,7,7,0,5
519,29,Research & Development,1,4,Life Sciences,2,Male,76,1,1,Research Scientist,4,Divorced,2720,18959,1,18,3,4,1,10,5,3,10,7,2,8
520,48,Sales,2,1,Marketing,2,Male,56,4,2,Sales Executive,2,Married,8120,18597,3,12,3,4,0,12,3,3,2,2,2,2
521,27,Sales,3,1,Medical,4,Female,71,4,2,Sales Executive,4,Divorced,4647,16673,1,20,4,2,2,6,3,3,6,5,0,4
522,37,Research & Development,10,2,Life Sciences,4,Male,80,4,1,Research Scientist,4,Single,4680,15232,3,17,3,1,0,4,2,3,1,0,0,0
523,50,Research & Development,28,1,Medical,4,Male,74,4,1,Laboratory Technician,3,Married,3221,3297,1,11,3,3,3,20,3,3,20,8,3,8
524,34,Research & Development,9,3,Medical,4,Female,46,2,3,Healthcare Representative,2,Single,8621,17654,1,14,3,2,0,9,3,4,8,7,7,7
525,24,Sales,3,2,Life Sciences,1,Female,65,3,2,Sales Executive,3,Single,4577,24785,9,14,3,1,0,4,3,3,2,2,2,0
526,39,Research & Development,2,4,Technical Degree,4,Female,80,2,2,Healthcare Representative,3,Single,4553,20978,1,11,3,1,0,20,4,3,20,7,11,10
527,32,Sales,10,3,Marketing,4,Male,55,3,2,Sales Executive,4,Single,5396,21703,1,12,3,4,0,10,2,2,10,7,0,8
528,50,Sales,8,2,Technical Degree,2,Male,50,3,2,Sales Executive,3,Married,6796,23452,3,14,3,1,1,18,4,3,4,3,1,3
529,38,Research & Development,1,4,Life Sciences,2,Female,33,4,2,Healthcare Representative,4,Single,7625,19383,0,13,3,3,0,10,4,2,9,7,1,8
530,27,Research & Development,1,2,Life Sciences,3,Female,68,3,3,Manufacturing Director,1,Married,7412,6009,1,11,3,4,0,9,3,3,9,7,0,7
531,32,Research & Development,3,2,Life Sciences,3,Female,39,3,3,Research Director,4,Single,11159,19373,3,15,3,4,0,10,6,3,7,7,7,7
532,47,Sales,14,4,Marketing,4,Male,42,3,2,Sales Executive,1,Single,4960,11825,2,12,3,4,0,20,2,3,7,7,1,7
533,40,Sales,5,4,Life Sciences,4,Male,48,2,3,Sales Executive,1,Married,10475,23772,5,21,4,3,1,20,2,3,18,13,1,12
534,53,Research & Development,7,3,Life Sciences,3,Male,59,4,4,Research Director,3,Married,14814,13514,3,19,3,3,0,32,3,3,5,1,1,3
535,41,Human Resources,10,4,Human Resources,2,Male,73,2,5,Manager,4,Divorced,19141,8861,3,15,3,2,3,23,2,2,21,6,12,6
536,60,Sales,16,4,Marketing,1,Male,84,3,2,Sales Executive,1,Single,5405,11924,8,14,3,4,0,10,1,3,2,2,2,2
537,27,Research & Development,10,2,Life Sciences,4,Male,32,3,3,Manufacturing Director,1,Divorced,8793,4809,1,21,4,3,2,9,4,2,9,7,1,7
538,41,Human Resources,1,3,Human Resources,4,Male,59,2,5,Manager,3,Married,19189,19562,1,12,3,2,1,22,3,3,22,7,2,10
539,50,Sales,8,4,Marketing,4,Male,54,3,1,Sales Representative,2,Married,3875,9983,7,15,3,4,1,4,2,3,2,2,2,2
540,28,Research & Development,1,2,Life Sciences,1,Female,67,1,1,Research Scientist,2,Single,2216,3872,7,13,3,4,0,10,4,3,7,7,3,7
541,36,Research & Development,8,3,Life Sciences,1,Female,63,4,3,Research Director,1,Married,11713,20335,9,14,3,1,1,10,2,3,8,7,0,5
542,38,Research & Development,1,3,Life Sciences,3,Female,81,3,3,Manufacturing Director,3,Single,7861,15397,4,14,3,4,0,10,4,4,1,0,0,0
543,44,Research & Development,24,3,Medical,1,Male,49,1,1,Laboratory Technician,3,Single,3708,2104,2,14,3,3,0,9,5,3,5,2,1,4
544,47,Sales,3,3,Medical,4,Female,49,3,4,Sales Executive,3,Divorced,13770,10225,9,12,3,4,2,28,2,2,22,2,11,13
545,30,Sales,27,5,Marketing,3,Male,99,3,2,Sales Executive,4,Divorced,5304,25275,7,23,4,4,1,10,2,2,8,7,7,7
546,29,Sales,10,3,Life Sciences,3,Male,99,3,1,Sales Representative,3,Single,2642,2755,1,11,3,3,0,1,6,3,1,0,0,0
547,42,Research & Development,19,3,Medical,3,Male,57,4,1,Research Scientist,3,Divorced,2759,20366,6,12,3,4,0,7,2,3,2,2,2,2
548,43,Sales,15,3,Life Sciences,4,Male,47,2,2,Sales Executive,4,Married,6804,23683,3,18,3,3,1,7,5,3,2,2,2,2
549,34,Research & Development,8,2,Medical,2,Female,96,3,2,Healthcare Representative,3,Single,6142,7360,3,11,3,4,0,10,2,3,5,1,4,3
550,23,Research & Development,9,1,Medical,2,Male,37,3,1,Laboratory Technician,1,Married,2500,4344,1,14,3,4,1,5,2,4,4,3,0,2
551,39,Human Resources,3,3,Human Resources,3,Female,44,4,2,Human Resources,2,Married,6389,18767,9,15,3,3,1,12,3,1,8,3,3,6
552,56,Research & Development,9,3,Medical,3,Male,81,3,4,Healthcare Representative,4,Married,11103,20420,7,11,3,3,0,30,1,2,10,7,1,1
553,40,Research & Development,2,1,Medical,4,Female,86,2,1,Research Scientist,4,Single,2342,22929,0,20,4,4,0,5,2,2,4,2,2,3
554,27,Research & Development,7,3,Medical,4,Female,55,2,2,Healthcare Representative,1,Single,6811,23398,8,19,3,1,0,9,2,1,7,6,0,7
555,29,Sales,10,3,Marketing,4,Male,83,3,1,Sales Representative,2,Divorced,2297,17967,1,14,3,4,2,2,2,3,2,2,2,2
556,53,Research & Development,6,3,Life Sciences,4,Male,86,3,2,Laboratory Technician,4,Single,2450,10919,2,17,3,4,0,19,4,3,2,2,2,2
557,35,Research & Development,2,4,Life Sciences,4,Female,61,3,2,Healthcare Representative,1,Divorced,5093,4761,2,11,3,1,1,16,2,4,1,0,0,0
558,32,Research & Development,24,4,Life Sciences,1,Male,80,3,2,Laboratory Technician,4,Married,5309,21146,1,15,3,4,2,10,2,3,10,8,4,7
559,38,Research & Development,2,5,Medical,4,Male,92,3,1,Research Scientist,3,Married,3057,20471,6,13,3,2,1,6,0,1,1,0,0,1
560,34,Research & Development,8,5,Life Sciences,2,Female,32,3,2,Manufacturing Director,1,Divorced,5121,4187,3,14,3,3,1,7,3,3,0,0,0,0
561,52,Sales,3,4,Marketing,3,Male,31,2,4,Manager,1,Married,16856,10084,1,11,3,1,0,34,3,4,34,6,1,16
562,33,Research & Development,1,4,Other,4,Male,63,3,1,Research Scientist,4,Single,2686,5207,1,13,3,3,0,10,2,2,10,9,7,8
